country,year,GNP_PCAP,ODA_TOTAL,INF_MORT,POP,NET_ODA,RIGHTS_REV,RIGHTS_INV
Algeria,1982,2420,1,88,19862000,0.050347397039573055,3,0.08333333333333333
Algeria,1983,2420,95,85.2,20495000,4.635276896804099,3,0.08333333333333333
Algeria,1984,2460,122,82.4,21173000,5.762055447976196,3,0.08333333333333333
Algeria,1985,2580,173,79.6,21848000,7.918344928597583,3,0.08333333333333333
Algeria,1986,2650,165,76.8,22497000,7.334311241498867,3,0.08333333333333333
Algeria,1987,2680,214,74,23124000,9.254454246670127,3,0.08333333333333333
Algeria,1988,2430,171,71.9,23753000,7.199090641182167,4,0.09090909090909091
Algeria,1989,2220,153,69.8,24453000,6.256900993743099,5,0.1
Argentina,1982,1880,1,36,29092000,0.03437371098583803,4,0.09090909090909091
Argentina,1983,1970,48,35.2,29512000,1.626457034426674,9,0.16666666666666666
Argentina,1984,2150,49,34.4,29925000,1.6374269005847952,11,0.25
Argentina,1985,2140,39,33.6,30331000,1.285813194421549,11,0.25
Argentina,1986,2380,88,32.8,30730000,2.863651155222909,12,0.3333333333333333
Argentina,1987,2400,99,32,31121000,3.181131711705922,12,0.3333333333333333
Argentina,1988,2570,152,31.2,31506000,4.824477877229734,12,0.3333333333333333
Argentina,1989,2160,215,30.4,31883000,6.743405576639589,12,0.3333333333333333
Bangladesh,1982,160,1,128,92000000,0.010869565217391304,5,0.1
Bangladesh,1983,150,1049,126.2,95000000,11.042105263157895,4,0.09090909090909091
Bangladesh,1984,140,1200,124.4,98000000,12.244897959183673,4,0.09090909090909091
Bangladesh,1985,150,1152,122.6,101000000,11.405940594059405,5,0.1
Bangladesh,1986,160,1455,120.8,103000000,14.12621359223301,6,0.1111111111111111
Bangladesh,1987,160,1635,119,106000000,15.424528301886792,6,0.1111111111111111
Bangladesh,1988,170,1592,117.6,109000000,14.605504587155963,6,0.1111111111111111
Bangladesh,1989,180,1791,116.2,112000000,15.991071428571429,7,0.125
Benin,1982,330,1,120,3677000,0.27196083763937995,2,0.07692307692307693
Benin,1983,280,86,119.2,3793000,22.67334563669918,2,0.07692307692307693
Benin,1984,260,77,118.4,3915000,19.66794380587484,1,0.07142857142857142
Benin,1985,260,95,117.6,4043000,23.497402918624783,1,0.07142857142857142
Benin,1986,280,138,116.8,4174000,33.06181121226641,1,0.07142857142857142
Benin,1987,310,138,116,4310000,32.01856148491879,1,0.07142857142857142
Benin,1988,370,162,114.5,4449000,36.412677006068776,1,0.07142857142857142
Benin,1989,380,247,113,4593000,53.77748748094927,1,0.07142857142857142
Bhutan,1982,110,1,139,1212000,0.8250825082508251,5,0.1
Bhutan,1983,110,13,136.8,1237000,10.509296685529506,5,0.1
Bhutan,1984,130,18,134.6,1261000,14.274385408406028,5,0.1
Bhutan,1985,130,24,132.4,1286000,18.662519440124417,5,0.1
Bhutan,1986,140,40,130.2,1313000,30.464584920030465,5,0.1
Bhutan,1987,180,42,128,1343000,31.273268801191364,5,0.1
Bhutan,1988,190,41,126.6,1373000,29.861616897305172,5,0.1
Bhutan,1989,1,40,125.3,1403000,28.510334996436207,4,0.09090909090909091
Bolivia,1982,530,1,124,5875000,0.1702127659574468,4,0.09090909090909091
Bolivia,1983,480,174,121.2,6035000,28.831814415907207,10,0.2
Bolivia,1984,450,172,118.4,6200000,27.741935483870968,10,0.2
Bolivia,1985,420,202,115.6,6371000,31.706168576361637,10,0.2
Bolivia,1986,440,322,112.8,6547000,49.18283183137315,10,0.2
Bolivia,1987,510,318,110,6729000,47.25813642443156,10,0.2
Bolivia,1988,590,394,108.2,6917000,56.96111030793697,10,0.2
Bolivia,1989,620,432,106.4,7110000,60.75949367088607,10,0.2
Botswana,1982,1020,1,50,966000,1.0351966873706004,10,0.2
Botswana,1983,1070,104,48.3,1000000,104,10,0.2
Botswana,1984,1050,102,46.7,1035000,98.55072463768116,10,0.2
Botswana,1985,920,96,45,1070000,89.7196261682243,10,0.2
Botswana,1986,980,102,43.4,1106000,92.2242314647378,10,0.2
Botswana,1987,1010,156,41.7,1143000,136.48293963254594,10,0.2
Botswana,1988,1230,151,40.5,1180000,127.96610169491525,10,0.2
Botswana,1989,1600,162,39.3,1217000,133.114215283484,12,0.3333333333333333
Brazil,1982,2070,1,71,127000000,0.007874015748031496,8,0.14285714285714285
Brazil,1983,1840,101,69.4,130000000,0.7769230769230769,9,0.16666666666666666
Brazil,1984,1730,161,67.8,133000000,1.2105263157894737,9,0.16666666666666666
Brazil,1985,1670,123,66.2,136000000,0.9044117647058824,10,0.2
Brazil,1986,1810,178,64.6,138000000,1.289855072463768,11,0.25
Brazil,1987,1960,289,63,141000000,2.049645390070922,11,0.25
Brazil,1988,2120,210,61.5,144000000,1.4583333333333333,10,0.2
Brazil,1989,2540,189,59.9,147000000,1.2857142857142858,11,0.25
Bulgaria,1982,2450,1,18.2,8894000,0.11243534967393748,1,0.07142857142857142
Bulgaria,1983,2260,NA,16.8,8909000,NA,1,0.07142857142857142
Bulgaria,1984,2150,NA,16.2,8925000,NA,1,0.07142857142857142
Bulgaria,1985,2040,NA,15.4,8941000,NA,1,0.07142857142857142
Bulgaria,1986,2170,NA,14.5,8956000,NA,1,0.07142857142857142
Bulgaria,1987,2560,NA,14.7,8971000,NA,1,0.07142857142857142
Bulgaria,1988,2750,NA,14.3,8986000,NA,1,0.07142857142857142
Bulgaria,1989,2320,NA,13.8,9001000,NA,1,0.07142857142857142
Burkina Faso,1982,250,1,149,7312000,0.13676148796498905,4,0.09090909090909091
Burkina Faso,1983,220,184,146.8,7496000,24.546424759871933,4,0.09090909090909091
Burkina Faso,1984,190,189,144.6,7688000,24.583766909469304,3,0.08333333333333333
Burkina Faso,1985,190,198,142.4,7888000,25.101419878296145,2,0.07692307692307693
Burkina Faso,1986,210,284,140.2,8096000,35.07905138339921,2,0.07692307692307693
Burkina Faso,1987,250,281,138,8312000,33.8065447545717,2,0.07692307692307693
Burkina Faso,1988,310,298,136.7,8539000,34.89870008197681,2,0.07692307692307693
Burkina Faso,1989,320,284,135.3,8776000,32.36098450319052,4,0.09090909090909091
Burundi,1982,240,1,102.9,4321000,0.23142791020597084,2,0.07692307692307693
Burundi,1983,250,140,97.3,4437000,31.552851025467657,3,0.08333333333333333
Burundi,1984,240,141,91.7,4562000,30.907496711968435,2,0.07692307692307693
Burundi,1985,250,142,86.2,4696000,30.238500851788757,2,0.07692307692307693
Burundi,1986,240,187,80.6,4837000,38.660326648749226,2,0.07692307692307693
Burundi,1987,250,202,75,4986000,40.51343762535098,2,0.07692307692307693
Burundi,1988,240,188,73,5140000,36.57587548638132,2,0.07692307692307693
Burundi,1989,220,198,71.1,5299000,37.36554066805058,2,0.07692307692307693
Cameroon,1982,900,1,103,9262000,0.10796804145972792,3,0.08333333333333333
Cameroon,1983,870,129,101.2,9554000,13.502198032237807,3,0.08333333333333333
Cameroon,1984,820,186,99.4,9855000,18.873668188736684,2,0.07692307692307693
Cameroon,1985,810,159,97.6,10166000,15.64036986031871,2,0.07692307692307693
Cameroon,1986,890,224,95.8,10491000,21.35163473453436,3,0.08333333333333333
Cameroon,1987,920,213,94,10830000,19.667590027700832,3,0.08333333333333333
Cameroon,1988,980,284,92.3,11187000,25.386609457405918,3,0.08333333333333333
Cameroon,1989,1000,470,90.5,11554000,40.678552882118744,3,0.08333333333333333
Central African Republic,1982,340,1,114,2447000,0.4086636697997548,3,0.08333333333333333
Central African Republic,1983,280,93,112,2512000,37.02229299363057,3,0.08333333333333333
Central African Republic,1984,280,114,110,2578000,44.22032583397983,2,0.07692307692307693
Central African Republic,1985,270,104,108,2646000,39.30461073318216,2,0.07692307692307693
Central African Republic,1986,290,139,106,2717000,51.159366948840635,2,0.07692307692307693
Central African Republic,1987,320,176,104,2791000,63.059835184521674,3,0.08333333333333333
Central African Republic,1988,370,196,102.2,2869000,68.31648658069014,3,0.08333333333333333
Central African Republic,1989,390,189,100.4,2951000,64.0460860725178,3,0.08333333333333333
Chad,1982,150,1,143,4981000,0.2007628990162618,2,0.07692307692307693
Chad,1983,140,95,140.8,4789000,19.83712674879933,2,0.07692307692307693
Chad,1984,130,115,138.6,4901000,23.46459906141604,1,0.07142857142857142
Chad,1985,150,182,136.4,5018000,36.26943005181347,1,0.07142857142857142
Chad,1986,150,165,134.2,5140000,32.1011673151751,1,0.07142857142857142
Chad,1987,140,198,132,5267000,37.59255743307386,2,0.07692307692307693
Chad,1988,180,264,129.9,5398000,48.907002593553166,2,0.07692307692307693
Chad,1989,190,239,127.8,5537000,43.16416832219613,2,0.07692307692307693
Chile,1982,2220,1,23,11526000,0.08676036786395974,4,0.09090909090909091
Chile,1983,1930,0,22.4,11721000,0,4,0.09090909090909091
Chile,1984,1680,2,21.8,11919000,0.1677993120228207,4,0.09090909090909091
Chile,1985,1450,40,21.2,12121000,3.300057751010643,4,0.09090909090909091
Chile,1986,1350,-5,20.6,12330000,-0.40551500405515006,4,0.09090909090909091
Chile,1987,1370,21,20,12543000,1.6742406122937097,4,0.09090909090909091
Chile,1988,1510,44,19.6,12760000,3.4482758620689653,6,0.1111111111111111
Chile,1989,1770,61,19.1,12980000,4.699537750385208,8,0.14285714285714285
China,1982,320,1,39,1008000000,9.92063492063492e-4,3,0.08333333333333333
China,1983,320,669,37.6,1022000000,0.6545988258317026,3,0.08333333333333333
China,1984,320,798,36.2,1033000000,0.7725072604065828,3,0.08333333333333333
China,1985,330,940,34.8,1045000000,0.8995215311004785,3,0.08333333333333333
China,1986,310,1134,33.4,1058000000,1.0718336483931947,3,0.08333333333333333
China,1987,310,1462,32,1073000000,1.3625349487418452,3,0.08333333333333333
China,1988,330,1989,31.1,1088000000,1.828125,3,0.08333333333333333
China,1989,360,2227,30.3,1105000000,2.0153846153846153,1,0.07142857142857142
Colombia,1982,1390,1,41,28091000,0.03559859029582429,10,0.2
Colombia,1983,1380,86,40.8,28685000,2.9980826215792225,10,0.2
Colombia,1984,1370,88,40.6,29281000,3.005361838735016,10,0.2
Colombia,1985,1280,62,40.4,29879000,2.0750359784464005,10,0.2
Colombia,1986,1220,63,40.2,30481000,2.0668613234473936,10,0.2
Colombia,1987,1180,78,40,31090000,2.5088452878739145,10,0.2
Colombia,1988,1180,62,39.3,31707000,1.9554041694263096,10,0.2
Colombia,1989,1190,62,38.5,32335000,1.9174269367558374,8,0.14285714285714285
"Congo, Dem. Rep.",1982,540,1,115,27798000,0.03597381106554429,3,0.08333333333333333
"Congo, Dem. Rep.",1983,460,315,114,28625000,11.004366812227074,2,0.07692307692307693
"Congo, Dem. Rep.",1984,340,312,113,29489000,10.580216351860015,2,0.07692307692307693
"Congo, Dem. Rep.",1985,270,325,112,30398000,10.691492861372458,1,0.07142857142857142
"Congo, Dem. Rep.",1986,240,448,111,31346000,14.292094685127289,1,0.07142857142857142
"Congo, Dem. Rep.",1987,240,627,110,32334000,19.391352755613287,2,0.07692307692307693
"Congo, Dem. Rep.",1988,260,576,110,33366000,17.263082179464124,2,0.07692307692307693
"Congo, Dem. Rep.",1989,260,637,94.4,34442000,18.494860925614077,2,0.07692307692307693
"Congo, Rep.",1982,1320,1,124,1748000,0.5720823798627003,2,0.07692307692307693
"Congo, Rep.",1983,1240,108,123,1809000,59.701492537313435,2,0.07692307692307693
"Congo, Rep.",1984,1150,98,122,1873000,52.32247730912974,2,0.07692307692307693
"Congo, Rep.",1985,1040,71,121,1938000,36.63570691434469,2,0.07692307692307693
"Congo, Rep.",1986,910,110,120,2004000,54.89021956087824,2,0.07692307692307693
"Congo, Rep.",1987,910,152,119,2071000,73.39449541284404,2,0.07692307692307693
"Congo, Rep.",1988,890,89,117.4,2139000,41.60822814399252,2,0.07692307692307693
"Congo, Rep.",1989,940,91,115.9,2208000,41.21376811594203,2,0.07692307692307693
Costa Rica,1982,1150,1,19.3,2323000,0.4304778303917348,13,0.5
Costa Rica,1983,1060,252,18.6,2377000,106.01598653765251,13,0.5
Costa Rica,1984,1250,218,18.9,2432000,89.63815789473684,13,0.5
Costa Rica,1985,1400,280,18.6,2489000,112.49497790277219,13,0.5
Costa Rica,1986,1550,196,18.3,2547000,76.95327836670593,13,0.5
Costa Rica,1987,1650,228,18,2608000,87.42331288343559,13,0.5
Costa Rica,1988,1680,187,17.6,2670000,70.0374531835206,13,0.5
Costa Rica,1989,1780,224,17.2,2735000,81.90127970749543,13,0.5
Cote d'Ivoire,1982,990,1,105,8842000,0.1130965844831486,5,0.1
Cote d'Ivoire,1983,790,156,103.4,9188000,16.978667827601218,5,0.1
Cote d'Ivoire,1984,690,128,101.4,9551000,13.40173803790179,4,0.09090909090909091
Cote d'Ivoire,1985,650,125,99.6,9933000,12.584314909896305,4,0.09090909090909091
Cote d'Ivoire,1986,710,186,97.8,10337000,17.99361516881107,4,0.09090909090909091
Cote d'Ivoire,1987,790,254,96,10767000,23.590600910188538,4,0.09090909090909091
Cote d'Ivoire,1988,880,439,94.5,11225000,39.10913140311804,3,0.08333333333333333
Cote d'Ivoire,1989,790,409,93,11713000,34.918466660974985,4,0.09090909090909091
Dominican Republic,1982,1280,1,75,5977000,0.1673080140538732,12,0.3333333333333333
Dominican Republic,1983,1230,100,73,6122000,16.33453119895459,12,0.3333333333333333
Dominican Republic,1984,1010,188,71,6268000,29.993618379068284,11,0.25
Dominican Republic,1985,790,207,69,6416000,32.263092269326684,11,0.25
Dominican Republic,1986,750,93,67,6564000,14.16819012797075,11,0.25
Dominican Republic,1987,750,130,65,6712000,19.36829558998808,11,0.25
Dominican Republic,1988,720,118,63.4,6859000,17.20367400495699,11,0.25
Dominican Republic,1989,790,141,61.9,7002000,20.137103684661525,11,0.25
Ecuador,1982,1490,1,70,8589000,0.11642798928862498,11,0.25
Ecuador,1983,1320,64,68.6,8828000,7.249660172179429,11,0.25
Ecuador,1984,1160,136,67.2,9071000,14.99283430713262,11,0.25
Ecuador,1985,1170,136,65.8,9317000,14.596973274659225,10,0.2
Ecuador,1986,1140,147,64.4,9566000,15.366924524357097,10,0.2
Ecuador,1987,1060,203,63,9819000,20.67420307566962,10,0.2
Ecuador,1988,1090,136,62.1,10073000,13.501439491710514,11,0.25
Ecuador,1989,1020,162,61.3,10329000,15.683996514667442,11,0.25
"Egypt, Arab Rep.",1982,600,1,100,42958000,0.02327855114297686,5,0.1
"Egypt, Arab Rep.",1983,620,1463,97,44105000,33.17084230812833,5,0.1
"Egypt, Arab Rep.",1984,640,1794,94,45287000,39.61401726764855,7,0.125
"Egypt, Arab Rep.",1985,660,1791,91,46497000,38.51861410413575,7,0.125
"Egypt, Arab Rep.",1986,670,1716,88,47713000,35.965040974157986,6,0.1111111111111111
"Egypt, Arab Rep.",1987,690,1773,85,48935000,36.231735976295084,6,0.1111111111111111
"Egypt, Arab Rep.",1988,660,1537,82.8,50161000,30.641334901616794,6,0.1111111111111111
"Egypt, Arab Rep.",1989,630,1578,80.5,51390000,30.70636310566258,6,0.1111111111111111
El Salvador,1982,740,1,70,4625000,0.21621621621621623,6,0.1111111111111111
El Salvador,1983,760,290,67.8,4663000,62.191722067338624,6,0.1111111111111111
El Salvador,1984,820,261,65.6,4707000,55.44933078393881,7,0.125
El Salvador,1985,840,345,63.4,4767000,72.3725613593455,9,0.16666666666666666
El Salvador,1986,830,341,61.2,4846000,70.36731324803962,8,0.14285714285714285
El Salvador,1987,860,426,59,4934000,86.33968382650993,8,0.14285714285714285
El Salvador,1988,960,420,57.3,5032000,83.46581875993641,9,0.16666666666666666
El Salvador,1989,1070,446,55.6,5143000,86.71981333851838,8,0.14285714285714285
Ethiopia,1982,120,1,159,39883000,0.025073339518090414,1,0.07142857142857142
Ethiopia,1983,120,339,154.6,41010000,8.266276517922458,1,0.07142857142857142
Ethiopia,1984,120,364,150.2,42169000,8.631933410799402,1,0.07142857142857142
Ethiopia,1985,110,715,145.8,43350000,16.49365628604383,1,0.07142857142857142
Ethiopia,1986,120,636,141.4,44605000,14.258491200538057,1,0.07142857142857142
Ethiopia,1987,120,634,137,45939000,13.800909902261695,2,0.07692307692307693
Ethiopia,1988,120,970,131,47356000,20.483148914604275,2,0.07692307692307693
Ethiopia,1989,120,702,133.2,48861000,14.36728679314791,1,0.07142857142857142
Gabon,1982,4370,1,112,875000,1.1428571428571428,3,0.08333333333333333
Gabon,1983,3830,64,110.2,916000,69.86899563318778,3,0.08333333333333333
Gabon,1984,3580,76,108.4,957000,79.4148380355277,3,0.08333333333333333
Gabon,1985,3560,61,106.6,997000,61.18355065195587,3,0.08333333333333333
Gabon,1986,3630,79,114,1023000,77.2238514173998,3,0.08333333333333333
Gabon,1987,2890,82,103,1050000,78.0952380952381,3,0.08333333333333333
Gabon,1988,2780,106,101.1,1077000,98.42154131847725,3,0.08333333333333333
Gabon,1989,2960,134,99.2,1105000,121.26696832579185,4,0.09090909090909091
Ghana,1982,380,1,98,11366000,0.08798169980644026,4,0.09090909090909091
Ghana,1983,350,110,96.4,11747000,9.364092959904657,4,0.09090909090909091
Ghana,1984,370,216,94.8,12168000,17.75147928994083,2,0.07692307692307693
Ghana,1985,370,203,93.2,12620000,16.08557844690967,2,0.07692307692307693
Ghana,1986,390,371,91.6,13073000,28.379101965883883,2,0.07692307692307693
Ghana,1987,390,373,90,13526000,27.57651929617034,2,0.07692307692307693
Ghana,1988,400,474,88.4,13977000,33.91285683623095,3,0.08333333333333333
Ghana,1989,390,543,86.9,14425000,37.642980935875215,4,0.09090909090909091
Greece,1982,4320,1,15.1,9790000,0.10214504596527069,12,0.3333333333333333
Greece,1983,3950,13,14.6,9847000,1.3201990453945365,12,0.3333333333333333
Greece,1984,3800,13,14.3,9896000,1.3136620856911883,12,0.3333333333333333
Greece,1985,3610,11,14.1,9934000,1.1073082343466882,11,0.25
Greece,1986,3650,19,12.2,9964000,1.90686471296668,11,0.25
Greece,1987,3990,35,12.6,9990000,3.5035035035035036,11,0.25
Greece,1988,4770,37,12.3,10013000,3.6951962448816538,11,0.25
Greece,1989,5340,33,11.9,10039000,3.28717999800777,12,0.3333333333333333
Guatemala,1982,1190,1,70,7314000,0.13672409078479628,3,0.08333333333333333
Guatemala,1983,1170,76,67.8,7523000,10.1023527847933,3,0.08333333333333333
Guatemala,1984,1180,65,65.6,7739000,8.39901796097687,4,0.09090909090909091
Guatemala,1985,1200,83,63.4,7963000,10.423207333919377,7,0.125
Guatemala,1986,1050,135,61.2,8195000,16.47345942647956,9,0.16666666666666666
Guatemala,1987,950,241,59,8436000,28.568041725936464,9,0.16666666666666666
Guatemala,1988,900,235,57.3,8686000,27.0550310845038,9,0.16666666666666666
Guatemala,1989,910,256,55.6,8946000,28.61614129219763,9,0.16666666666666666
